DISTRICT_NAME,DISTRICT_KEY,LOCATION_NAME,LOCATION_KEY_RSP_SCH,STUDENT_NAME,STUDENT_ID,STUDENT_ID_ALT,STUDENT_GENDER,CURR_GRADE_LVL,ITEM_KEY,Assessment Description,CHALLENGE_TYPE,ETHNIC_DESC,LEP_DURATION,LEP_ELIGIBILITY,POVERTY,NUMERIC_SCORE,STANDARD_ACHIEVED,STD_ACHIEVED_CODE,TEST_STATUS,NYSESLAT_ELIGIBLE,NYSAA_ELIGIBLE,FORMER_LEP,FORMER_SWD,REPORT_SCHOOL_YEAR,MODIFIED_DATE
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 246,215999346,7029999347,Female,7,4418,Grade 7 Math,,White,0,,,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 247,215999347,7029999348,Female,7,4418,Grade 7 Math,Speech or Language Impairment,Asian or Pacific Islander,4,,,321,Level 3,23,TEST,,,YES,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 248,215999348,7029999349,Female,7,4418,Grade 7 Math,,White,1,,YES,242,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 249,215999349,7029999350,Male,7,4418,Grade 7 Math,Other Health Impairment,Black or African American,0,,YES,369,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 250,215999350,7029999351,Female,7,4418,Grade 7 Math,Learning Disability,White,0,,YES,368,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 251,215999351,7029999352,Female,7,4418,Grade 7 Math,,White,4,,,410,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 252,215999352,7029999353,Male,7,4418,Grade 7 Math,,White,6,,YES,376,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 253,215999353,7029999354,Female,7,4418,Grade 7 Math,,Black or African American,1,,,311,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 254,215999354,7029999355,Male,7,4418,Grade 7 Math,,White,2,,,298,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 255,215999355,7029999356,Female,7,4418,Grade 7 Math,Emotional Disturbance,White,1,,,293,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 256,215999356,7029999357,Male,7,4418,Grade 7 Math,Speech or Language Impairment,Black or African American,0,,,392,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 257,215999357,7029999358,Female,7,4418,Grade 7 Math,,Hispanic or Latino,1,,,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 258,215999358,7029999359,Female,7,4418,Grade 7 Math,,Multiracial,0,,,214,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 259,215999359,7029999360,Male,7,4418,Grade 7 Math,,White,3,YES,YES,307,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 260,215999360,7029999361,Male,7,4418,Grade 7 Math,Learning Disability,Black or African American,6,,YES,364,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 261,215999361,7029999362,Male,7,4418,Grade 7 Math,Other Health Impairment,Hispanic or Latino,2,,,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 262,215999362,7029999363,Male,7,4418,Grade 7 Math,,Hispanic or Latino,0,,YES,312,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 263,215999363,7029999364,Female,7,4418,Grade 7 Math,,White,3,,,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 264,215999364,7029999365,Male,7,4418,Grade 7 Math,Emotional Disturbance,Asian or Pacific Islander,2,,,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 265,215999365,7029999366,Male,7,4418,Grade 7 Math,,White,4,,YES,335,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 266,215999366,7029999367,Female,7,4418,Grade 7 Math,Deafness,Asian or Pacific Islander,1,,YES,297,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 267,215999367,7029999368,Male,7,4418,Grade 7 Math,Other Health Impairment,White,1,,YES,253,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 268,215999368,7029999369,Female,7,4418,Grade 7 Math,Emotional Disturbance,White,6,,,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 269,215999369,7029999370,Male,7,4418,Grade 7 Math,,White,1,,YES,360,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 270,215999370,7029999371,Male,7,4418,Grade 7 Math,,Hispanic or Latino,2,,YES,207,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 271,215999371,7029999372,Male,7,4418,Grade 7 Math,,Hispanic or Latino,0,,,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 272,215999372,7029999373,Male,7,4418,Grade 7 Math,,Multiracial,0,,YES,252,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 273,215999373,7029999374,Female,7,4418,Grade 7 Math,,White,1,,YES,327,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 274,215999374,7029999375,Male,7,4418,Grade 7 Math,Learning Disability,Hispanic or Latino,7,,YES,383,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 275,215999375,7029999376,Male,7,4418,Grade 7 Math,Speech or Language Impairment,Black or African American,0,,YES,310,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 276,215999376,7029999377,Male,7,4418,Grade 7 Math,,Asian or Pacific Islander,3,,,369,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 277,215999377,7029999378,Male,8,4416,Grade 8 Math,,White,4,,,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 278,215999378,7029999379,Female,8,4416,Grade 8 Math,,White,7,,YES,326,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 279,215999379,7029999380,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,,294,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 280,215999380,7029999381,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,210,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 281,215999381,7029999382,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,YES,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 282,215999382,7029999383,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 283,215999383,7029999384,Male,8,4416,Grade 8 Math,Deafness,Black or African American,7,,YES,338,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 284,215999384,7029999385,Female,8,4416,Grade 8 Math,Other Health Impairment,Black or African American,1,,YES,326,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 285,215999385,7029999386,Male,8,4416,Grade 8 Math,,Black or African American,2,,YES,332,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 286,215999386,7029999387,Male,8,4416,Grade 8 Math,Deafness,White,0,,YES,365,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 287,215999387,7029999388,Female,8,4416,Grade 8 Math,,White,6,,YES,406,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 288,215999388,7029999389,Female,8,4416,Grade 8 Math,,Black or African American,4,,YES,364,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 289,215999389,7029999390,Male,8,4416,Grade 8 Math,,Black or African American,0,,YES,368,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 290,215999390,7029999391,Male,8,4416,Grade 8 Math,,White,0,,YES,358,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 291,215999391,7029999392,Male,8,4416,Grade 8 Math,,Black or African American,1,YES,,362,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 292,215999392,7029999393,Male,8,4416,Grade 8 Math,,White,1,,YES,296,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 293,215999393,7029999394,Male,8,4416,Grade 8 Math,,Black or African American,1,YES,,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 294,215999394,7029999395,Female,8,4416,Grade 8 Math,,Black or African American,0,,YES,404,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 295,215999395,7029999396,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,YES,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 296,215999396,7029999397,Female,8,4416,Grade 8 Math,Learning Disability,Asian or Pacific Islander,4,,,424,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 297,215999397,7029999398,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,YES,,347,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 298,215999398,7029999399,Female,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,,329,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 299,215999399,7029999400,Male,8,4416,Grade 8 Math,,Black or African American,4,YES,YES,297,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 300,215999400,7029999401,Female,8,4416,Grade 8 Math,Learning Disability,Black or African American,0,,YES,379,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 301,215999401,7029999402,Female,8,4416,Grade 8 Math,Learning Disability,White,1,,YES,332,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 302,215999402,7029999403,Female,8,4416,Grade 8 Math,,Black or African American,0,,YES,376,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 303,215999403,7029999404,Male,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,367,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 304,215999404,7029999405,Male,8,4416,Grade 8 Math,,Hispanic or Latino,1,,YES,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 305,215999405,7029999406,Female,8,4416,Grade 8 Math,Deafness,Hispanic or Latino,6,,YES,234,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 306,215999406,7029999407,Male,8,4416,Grade 8 Math,,Black or African American,2,YES,,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 307,215999407,7029999408,Male,8,4416,Grade 8 Math,,Multiracial,7,,YES,334,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 308,215999408,7029999409,Male,8,4416,Grade 8 Math,Speech or Language Impairment,Asian or Pacific Islander,0,,YES,323,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 309,215999409,7029999410,Male,8,4416,Grade 8 Math,Learning Disability,Asian or Pacific Islander,0,,YES,223,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 310,215999410,7029999411,Male,8,4416,Grade 8 Math,Speech or Language Impairment,Asian or Pacific Islander,7,YES,YES,364,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 311,215999411,7029999412,Female,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,YES,297,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 312,215999412,7029999413,Male,8,4416,Grade 8 Math,Other Health Impairment,Hispanic or Latino,6,,,323,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 313,215999413,7029999414,Female,8,4416,Grade 8 Math,,Asian or Pacific Islander,1,,,241,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 314,215999414,7029999415,Male,8,4416,Grade 8 Math,,Black or African American,4,,YES,314,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 315,215999415,7029999416,Female,8,4416,Grade 8 Math,,Multiracial,1,,YES,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 316,215999416,7029999417,Male,8,4416,Grade 8 Math,,White,3,,,294,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 317,215999417,7029999418,Male,8,4416,Grade 8 Math,,Black or African American,0,,YES,370,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 318,215999418,7029999419,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,YES,YES,368,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 319,215999419,7029999420,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,2,,YES,334,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 320,215999420,7029999421,Female,8,4416,Grade 8 Math,,White,2,,YES,338,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 321,215999421,7029999422,Female,8,4416,Grade 8 Math,,White,1,,YES,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 322,215999422,7029999423,Male,8,4416,Grade 8 Math,,White,0,,YES,343,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 323,215999423,7029999424,Male,8,4416,Grade 8 Math,Other Health Impairment,White,0,,,406,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 324,215999424,7029999425,Male,8,4416,Grade 8 Math,Speech or Language Impairment,White,4,,YES,328,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 325,215999425,7029999426,Male,8,4416,Grade 8 Math,,White,0,,,298,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 326,215999426,7029999427,Male,8,4416,Grade 8 Math,,Black or African American,7,YES,YES,384,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 327,215999427,7029999428,Male,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,323,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 328,215999428,7029999429,Female,8,4416,Grade 8 Math,,Black or African American,1,,YES,300,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 329,215999429,7029999430,Male,8,4416,Grade 8 Math,Hearing Impairment,Asian or Pacific Islander,3,,YES,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 330,215999430,7029999431,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,,367,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 331,215999431,7029999432,Female,8,4416,Grade 8 Math,,White,1,,YES,400,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 332,215999432,7029999433,Male,8,4416,Grade 8 Math,Other Health Impairment,Black or African American,3,YES,YES,360,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 333,215999433,7029999434,Female,8,4416,Grade 8 Math,,Asian or Pacific Islander,3,,,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 334,215999434,7029999435,Male,8,4416,Grade 8 Math,Speech or Language Impairment,Asian or Pacific Islander,2,,YES,332,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 335,215999435,7029999436,Female,8,4416,Grade 8 Math,,Black or African American,0,,YES,233,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 336,215999436,7029999437,Female,8,4416,Grade 8 Math,,White,2,YES,,335,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 337,215999437,7029999438,Male,8,4416,Grade 8 Math,Speech or Language Impairment,White,1,,YES,337,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 338,215999438,7029999439,Female,8,4416,Grade 8 Math,,Multiracial,3,,YES,387,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 339,215999439,7029999440,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,,,388,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 340,215999440,7029999441,Female,8,4416,Grade 8 Math,,White,0,YES,,374,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 341,215999441,7029999442,Female,8,4416,Grade 8 Math,Hearing Impairment,Black or African American,1,YES,,363,Level 4,24,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 342,215999442,7029999443,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,3,,YES,335,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 343,215999443,7029999444,Female,8,4416,Grade 8 Math,Speech or Language Impairment,White,0,,YES,334,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 344,215999444,7029999445,Male,8,4416,Grade 8 Math,,Black or African American,0,,YES,296,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 345,215999445,7029999446,Male,8,4416,Grade 8 Math,,White,6,,YES,333,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 346,215999446,7029999447,Male,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,323,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 347,215999447,7029999448,Male,8,4416,Grade 8 Math,,Multiracial,0,,YES,320,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 348,215999448,7029999449,Female,8,4416,Grade 8 Math,Learning Disability,White,7,YES,YES,324,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 349,215999449,7029999450,Male,8,4416,Grade 8 Math,,Hispanic or Latino,2,YES,,375,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 350,215999450,7029999451,Male,8,4416,Grade 8 Math,,White,1,YES,,362,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 351,215999451,7029999452,Male,8,4416,Grade 8 Math,,White,6,,YES,362,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 352,215999452,7029999453,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,1,,YES,320,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 353,215999453,7029999454,Male,8,4416,Grade 8 Math,,White,6,,,321,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 354,215999454,7029999455,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,329,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 355,215999455,7029999456,Male,8,4416,Grade 8 Math,,White,0,,YES,313,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 356,215999456,7029999457,Female,8,4416,Grade 8 Math,Deafness,Black or African American,2,,,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 357,215999457,7029999458,Female,8,4416,Grade 8 Math,,Multiracial,0,,,331,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 358,215999458,7029999459,Female,8,4416,Grade 8 Math,,Hispanic or Latino,0,,YES,372,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 359,215999459,7029999460,Male,8,4416,Grade 8 Math,,Black or African American,0,,,311,Level 2,22,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 360,215999460,7029999461,Female,8,4416,Grade 8 Math,Emotional Disturbance,Asian or Pacific Islander,2,,,265,Level 1,21,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 361,215999461,7029999462,Female,8,4416,Grade 8 Math,,White,3,,YES,322,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 362,215999462,7029999463,Male,8,4416,Grade 8 Math,Speech or Language Impairment,Asian or Pacific Islander,0,,,281,Level 1,21,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 363,215999463,7029999464,Male,8,4416,Grade 8 Math,,Asian or Pacific Islander,0,,YES,363,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 364,215999464,7029999465,Female,8,4416,Grade 8 Math,Speech or Language Impairment,Hispanic or Latino,1,,,320,Level 3,23,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 365,215999465,7029999466,Female,8,4416,Grade 8 Math,,Hispanic or Latino,7,YES,YES,349,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 366,215999466,7029999467,Female,8,4416,Grade 8 Math,Learning Disability,White,2,,,337,Level 3,23,TEST,,,,YES,2015-16,7/31/2016 0:00
DEMO DISTRICT,80099999,DEMO SCHOOL,9999,Sample Student 367,215999467,7029999468,Female,8,4416,Grade 8 Math,,Hispanic or Latino,3,,YES,376,Level 4,24,TEST,,,,,2015-16,7/31/2016 0:00
